customer_id,total_sessions,total_purchases,total_revenue,total_cart_adds,total_cart_abandons,avg_pages_viewed,avg_time_on_site_sec,avg_discount_received,avg_rating_given,last_visit_date,location,primary_device,primary_category,recency_days,avg_order_value,cart_abandonment_rate,purchase_conversion_rate,cluster,segment_name
1155,5,2,4908.51,2,0,14.6,805.8,13.0,4.4,2024-12-25,112,0,3,5,2454.255,0.0,0.4,2,Premium High-Value Customers
1156,2,0,0.0,0,0,17.5,986.5,12.5,4.0,2024-02-28,109,1,4,306,0.0,0.0,0.0,1,Regular Engaged Customers
1157,1,0,0.0,0,0,15.0,1236.0,0.0,4.0,2024-03-17,20,1,1,288,0.0,0.0,0.0,1,Regular Engaged Customers
1158,3,1,2864.37,2,1,19.333333333333332,948.3333333333334,11.666666666666666,4.333333333333333,2024-12-27,8,1,2,3,2864.37,0.5,0.3333333333333333,2,Premium High-Value Customers
1159,4,1,5605.16,3,2,10.75,452.0,5.0,4.0,2024-07-09,75,0,2,174,5605.16,0.6666666666666666,0.25,2,Premium High-Value Customers
1160,6,1,2058.0,4,3,15.0,778.6666666666666,13.333333333333334,3.6666666666666665,2024-08-14,67,0,3,138,2058.0,0.75,0.16666666666666666,2,Premium High-Value Customers
1161,2,0,0.0,2,2,9.0,1205.0,5.0,4.0,2024-09-07,69,0,1,114,0.0,1.0,0.0,0,Occasional Low-Engagement Customers
1162,1,1,1483.14,1,0,12.0,487.0,0.0,3.0,2024-01-30,221,1,0,335,1483.14,0.0,1.0,1,Regular Engaged Customers
1163,5,1,403.7,5,4,12.4,798.4,15.0,4.2,2024-12-15,54,0,3,15,403.7,0.8,0.2,2,Premium High-Value Customers
1164,3,1,1126.58,3,2,16.333333333333332,781.3333333333334,13.333333333333334,3.6666666666666665,2024-07-04,62,1,2,179,1126.58,0.6666666666666666,0.3333333333333333,1,Regular Engaged Customers
1165,5,2,1357.8700000000001,4,2,13.8,1153.0,9.0,3.2,2024-12-11,16,0,1,19,678.9350000000001,0.5,0.4,2,Premium High-Value Customers
1166,1,0,0.0,1,1,21.0,440.0,30.0,4.0,2024-12-19,89,1,0,11,0.0,1.0,0.0,0,Occasional Low-Engagement Customers
1167,3,2,3059.2,2,0,13.0,615.3333333333334,3.3333333333333335,3.6666666666666665,2024-12-13,5,0,1,17,1529.6,0.0,0.6666666666666666,2,Premium High-Value Customers
1168,2,0,0.0,2,2,11.0,898.0,12.5,4.0,2024-12-15,62,1,1,15,0.0,1.0,0.0,0,Occasional Low-Engagement Customers
1169,4,2,947.29,3,1,15.5,1171.0,6.25,4.5,2024-11-24,80,1,1,36,473.645,0.3333333333333333,0.5,2,Premium High-Value Customers
1171,1,0,0.0,1,1,9.0,915.0,15.0,4.0,2024-06-07,217,1,6,206,0.0,1.0,0.0,0,Occasional Low-Engagement Customers
1172,4,1,332.26,2,1,12.0,506.0,11.25,4.25,2024-12-30,54,1,1,0,332.26,0.5,0.25,2,Premium High-Value Customers
1174,3,1,1507.02,3,2,17.0,1019.0,5.0,4.333333333333333,2024-09-26,173,1,2,95,1507.02,0.6666666666666666,0.3333333333333333,2,Premium High-Value Customers
1175,3,2,2666.8900000000003,2,0,15.666666666666666,811.3333333333334,11.666666666666666,4.333333333333333,2024-08-25,132,0,1,127,1333.4450000000002,0.0,0.6666666666666666,2,Premium High-Value Customers
1176,2,0,0.0,2,2,5.0,935.5,0.0,4.0,2024-10-02,136,1,4,89,0.0,1.0,0.0,0,Occasional Low-Engagement Customers
1177,3,1,756.39,2,1,12.0,1207.0,5.0,3.3333333333333335,2024-08-11,66,0,0,141,756.39,0.5,0.3333333333333333,1,Regular Engaged Customers
1179,2,0,0.0,0,0,9.0,1009.5,17.5,4.0,2024-08-08,5,0,5,144,0.0,0.0,0.0,1,Regular Engaged Customers
1181,4,0,0.0,1,1,11.0,794.0,6.25,4.0,2024-11-15,140,0,2,45,0.0,1.0,0.0,0,Occasional Low-Engagement Customers
1182,3,0,0.0,1,1,9.666666666666666,546.3333333333334,5.0,4.0,2024-12-09,33,0,1,21,0.0,1.0,0.0,0,Occasional Low-Engagement Customers
1183,4,1,5294.04,3,2,19.75,1005.25,6.25,4.0,2024-11-15,29,1,2,45,5294.04,0.6666666666666666,0.25,2,Premium High-Value Customers
1184,3,2,3314.81,3,1,16.0,519.6666666666666,5.0,4.333333333333333,2024-11-04,47,0,1,56,1657.405,0.3333333333333333,0.6666666666666666,2,Premium High-Value Customers
1185,5,0,0.0,2,2,10.2,1114.6,7.0,4.0,2024-11-12,54,1,4,48,0.0,1.0,0.0,0,Occasional Low-Engagement Customers
